time,accel_x,accel_y,accel_z
2024-10-23 10:47:18.035210,2.945375991514325,0.5423758156135678,-9.512841825714707
2024-10-23 10:47:18.045217,2.9379405808165666,1.0738149344101549,-7.578613884556293
2024-10-23 10:47:18.055225,2.7154586901202795,1.5136001441210507,-6.193734228372573
2024-10-23 10:47:18.065232,2.5246891577661037,1.8544553162634372,-5.321213142940402
2024-10-23 10:47:18.075238,2.4419060990087686,2.2293659027427433,-4.4677655912905925
2024-10-23 10:47:18.085246,2.0306506720811126,2.5294568105593322,-3.711712830466032
2024-10-23 10:47:18.095253,1.384690563352406,2.5700831277191636,-2.5850842974960804
2024-10-23 10:47:18.105260,1.052517879359424,2.7348049033641812,-1.2426882767766714
2024-10-23 10:47:18.115267,0.8304628357730806,2.9408675741791725,-0.04543313291966915
2024-10-23 10:47:18.125273,0.9118376351676881,3.00926189596951,0.9599135376811027
2024-10-23 10:47:18.135281,1.1308926932204515,2.9389123484581705,1.9766700755685567
2024-10-23 10:47:18.145288,1.1731889894191174,2.8887592012792824,3.0979227607190607
2024-10-23 10:47:18.155295,0.8901288575109094,2.945325138109922,4.171046497994661
2024-10-23 10:47:18.165302,0.554649021731317,2.932934443092346,5.076140650251507
2024-10-23 10:47:18.175308,0.16873994351150468,2.7478695521205663,6.088447807514667
2024-10-23 10:47:18.185316,-0.3036209633725695,2.618093417650461,7.366691966319084
2024-10-23 10:47:18.195323,-1.2163741242162882,2.3415286391109227,9.322830710512399
2024-10-23 10:47:18.205330,-1.8944465503901242,2.3849036704570055,11.480493897569179
2024-10-23 10:47:18.215336,-1.8018094754859804,2.54041805729568,12.205298702692986
2024-10-23 10:47:18.225343,-1.61706256442219,2.2434569719374178,11.621159090322255
2024-10-23 10:47:18.235351,-2.0886682690247893,1.9785452217906712,11.346481732964515
2024-10-23 10:47:18.245358,-2.634309516175091,2.2598399514615535,11.699320188367366
2024-10-23 10:47:18.255365,-2.6608295665711164,2.818188119971752,11.579439424967765
2024-10-23 10:47:18.265372,-2.765677596011758,2.8406846139401196,10.782594635027646
2024-10-23 10:47:18.275378,-2.9340076252818106,2.556973470777273,9.690274614372848
2024-10-23 10:47:18.285386,-2.77369256016314,2.43166951328516,8.15542885312736
2024-10-23 10:47:18.295393,-2.8413316796720025,2.072135359635949,6.863417450255155
2024-10-23 10:47:18.305400,-2.973087882043421,1.6596826857477425,5.997921148893237
2024-10-23 10:47:18.315407,-3.045629971162975,1.4313321952790021,4.95817478056252
2024-10-23 10:47:18.325415,-3.0246412514090535,1.0385358234971762,4.116561459091305
2024-10-23 10:47:18.335421,-2.5888722916021942,0.688142423158884,3.625232232365012
2024-10-23 10:47:18.345428,-1.9448704773344099,0.4092746283739805,3.4666105271607637
2024-10-23 10:47:18.355436,-1.373295309112966,0.3031555560842156,3.611598259288072
2024-10-23 10:47:18.365443,-1.242465281675756,0.42954877011775966,3.8816356818854807
2024-10-23 10:47:18.375449,-1.102280346720293,0.5601444042772055,3.844479963445663
2024-10-23 10:47:18.385457,-0.7886803343154489,0.6594689941212535,3.680679394298792
2024-10-23 10:47:18.395463,-0.5153608213074505,0.8552449564605951,3.365470120066404
2024-10-23 10:47:18.405471,-0.08639218916520476,1.1461515640854836,2.7317911085009574
2024-10-23 10:47:18.415478,0.38973040833994743,1.4272379117026923,1.8408154979676008
2024-10-23 10:47:18.425484,0.7899145522855222,1.6676222465753554,0.6153267777949571
2024-10-23 10:47:18.435492,1.085098691099137,2.0260430321551857,-1.1958844400256872
2024-10-23 10:47:18.445498,1.2465826538667082,2.309648230725527,-3.3582033439338206
2024-10-23 10:47:18.455506,1.6409614725343882,2.274698351766914,-5.326124880379438
2024-10-23 10:47:18.465513,2.7100840113446116,2.355189500194788,-6.8970262898683545
2024-10-23 10:47:18.475519,3.9198666283413766,2.487192078542709,-8.463076167672872
2024-10-23 10:47:18.485527,4.580952994531393,2.5728809417441485,-10.076175381422042
2024-10-23 10:47:18.495534,4.639632854776084,2.85002702730298,-11.564895351308584
2024-10-23 10:47:18.505541,4.460716257300973,3.007408084796369,-12.599189299452304
2024-10-23 10:47:18.515548,4.455187849268317,2.8094103547543288,-12.817373785215615
2024-10-23 10:47:18.635633,2.1533393325082955,2.5548139546558257,-2.172344038838148
2024-10-23 10:47:18.645639,1.886748104842007,2.603438284832239,-0.41864743687510486
2024-10-23 10:47:18.655647,1.7275107519574462,2.644386089031398,1.0323130034595727
2024-10-23 10:47:18.665653,1.5625985683068633,2.5965306974008677,2.191572470921278
2024-10-23 10:47:18.675661,1.2751076143443583,2.48294698831886,3.1582723077416417
2024-10-23 10:47:18.685668,0.9114223323650658,2.3847858892962335,4.342901778781414
2024-10-23 10:47:18.695674,0.534967913977243,2.384122749212384,5.473098233366012
2024-10-23 10:47:18.705682,0.12845131560713052,2.402047697481513,6.341462199118733
2024-10-23 10:47:18.715688,-0.2473295509006828,2.328819379663467,6.926568610695004
2024-10-23 10:47:18.725696,-0.591362732024677,2.1812088978171347,7.381792504817247
2024-10-23 10:47:18.735703,-0.8910942684769629,2.0258266129255293,7.901767395791411
2024-10-23 10:47:18.745709,-1.1703630452781915,1.9594541523516178,8.431023325330019
2024-10-23 10:47:18.755717,-1.3883844494342803,1.8669114777326583,8.776799587261676
2024-10-23 10:47:18.765723,-1.5603598494693636,1.6804378890067337,8.914440463757515
2024-10-23 10:47:18.775731,-1.7713273895911872,1.476592309719324,8.900137213116883
2024-10-23 10:47:18.785738,-2.113119111931324,1.3066449083805083,8.758921400743722
2024-10-23 10:47:18.795744,-2.404005553551018,1.1969938625723122,8.570963710939884
2024-10-23 10:47:18.805753,-2.602867791467905,1.0337053346008063,8.48357885747552
2024-10-23 10:47:18.815759,-2.5041055116817352,0.9178951816409826,8.443959963792562
2024-10-23 10:47:18.825767,-2.402772066233307,0.8077122209131717,8.408309973740577
2024-10-23 10:47:18.835773,-2.40458013856858,0.6272749897420405,8.354937279993296
2024-10-23 10:47:18.845781,-2.3852971998192367,0.5521002140313387,8.222521444669365
2024-10-23 10:47:18.855788,-2.400400514796376,0.7006488535106181,8.026442992252111
2024-10-23 10:47:18.865794,-2.4265859264105556,0.7517337285816669,7.941395641824602
2024-10-23 10:47:18.875802,-2.3617091112218795,0.8830623531907796,7.79386114782393
2024-10-23 10:47:18.885808,-2.2423349821701644,1.1215215652197599,7.488124635335803
2024-10-23 10:47:18.895816,-2.0427133041881023,1.2740893772125244,6.91652477106452
2024-10-23 10:47:18.905823,-1.7237275801569223,1.315683370360732,6.225364461389184
2024-10-23 10:47:18.915829,-1.1566084414962678,1.4362369184553623,5.28247921539843
2024-10-23 10:47:18.925837,-0.7574832320190966,1.6421110809609294,3.9495822599083183
2024-10-23 10:47:18.935844,-0.27712358146607874,1.837853141030669,2.1582126376330852
